fname,summary
test_381,"톰은 #Person1#에게 자신의 회사를 가지고 싶다는 것을 어떻게 알게 되었는지, 현재 자금 마련과 생활에서 그린에 대해 이야기합니다."
test_382,#Person1#은 #Person2#에게 니스든의 보행자 지하도에서 발견된 40대로 추정되는 남자가 다발성 두부 손상을 입고 1시 30분경에 클럽을떠났다고 말합니다. 그 후 #Person1#과 의사는 술집 입구 근처에두 여자와 취한 남성이 있었을 수 있다고 생각합니다.
test_383,"밥은 셰리에게 내년 여름에 퀘벡을 방문하고 몇 가지 관광도 할 것이라고 말한다. 그는 몬트리올이 세계에서 세 번째로 큰 프랑스어 사용 도시라고 말하고, 가기 전 영어를 연습하라고 조언한다."
test_384,"톰은 시험 때문에 시간을 내기 어렵다. 제인이 톰에게 그릴에서 저녁 식사를 하자고 제안하고, 그들은 함께 갈 것이다."
test_385,#Person2#는 #Person1#에게 의사가 준 약을 복용하라고 조언한다.
test_386,#Person1#은 휴대폰이 또 고장나서 프레드에게 200 위안을 빌린다. 프레드는 #Person1#이다시 일어설 수 있다면 바로 갚겠다고 약속한다.
test_387,"#Person1#은 글씨를 개선하고 싶어합니다. #Person2#는 #Person1#에게 인내심을 가지라고 조언하고, 불평을 그만두고 매일 꾸준히 해야 한다고 말합니다."
test_388,#Person2#는 #Person1#에게 #Person2#의 속눈썹을 위로 뻗게 해달라고 요청한다.
test_389,#Person2#는 주말 운전 수업에 대해 알고 싶어합니다. #Person1#은 #Person2#에게 매주 토요일과 일요일 아침 8시에 시작하고 3시간 동안 연수를 받을 수 있다고 알려줍니다.
test_390,티나의 피아노는 7살 때 시작되어 8년 동안 그 선생님에게 배우고 있습니다. #Person1#은 그녀를 소개하고 싶어합니다.
test_391,"#Person2#는 #Person1#에게 #Person2#의 장점과 약점에 대해 이야기합니다. 그들은 처음에는 긴장하고 자신감이 없을 수 있지만, 5년 후에는안정적인 소득을 가진 결혼을하게 될 것이라고 말합니다."
test_392,조지는 스테파니에게 내일 보고서를 제출해야 하기 때문에 젠킨스 선생님께 도움을 청하라고 조언한다.
test_393,#Person1#은 데이비드에게 스케이트를 같이 타러 가자고 제안하지만 데이비드는 거절한다. 그들은 조용한 크리스마스가 될 것이라고 생각하기 때문이다.
test_394,밥이 #Person1#에게 지난 주말에 무엇을 했는지 말해준다. 그들은 게임을하기로 결정한다.
test_395,#Person1#은 일자리를 찾고 있지만 #Person2#는 집으로 돌아가려고 한다. 그래서 #Person1#이 그에게 돈을 빌려줄 것이다.
test_396,#Person1#은 식당에서 재킷과 넥타이를 빌리고 싶어하지만 #Person2#는 다른 사람으로부터 빌릴 수 없습니다. 그래서 그들은 회의 시간을 9시 30분으로 미루기로 결정합니다.
test_397,"#Person2#는 #Person1#에게 아이들이 휴가 캠프를 즐겼는지, 아니면 모두가 집을 그리워했는지 그리고 어떤 활동을 했는지에 대해 이야기합니다."
test_398,#Person1#은 아빠에게 왜 대학 입학 요건에 대해 그렇게 많은 질문을 했는지 설명합니다. #Person2#는 #Person1#이 컴퓨터 프로그래밍 쪽으로 진출하려고 생각하고 있기 때문입니다.
test_399,칼리나의 차가 나무에 박혔습니다. #Person1#은 그녀에게 학교를 쉴 수 있도록 휴식 시간을 알려줍니다.
test_400,#Person2#는 세입자 지원 센터에 전화를 걸어 집주인이 수리 비용을 지불하지 않는 이유가 너무 오래 걸리기 때문이라고 말한다. #Person1#은 #Person2#에게 어떻게 해야 하는지 설명한다.
test_401,#Person1#은 #Person2#에게 도쿄에서 온 L/C를 수령하는 데 도움을 줍니다.
test_402,미르달은 찰리에게 자신의 지갑을 잃어버렸다고 말한다. 찰리는 그 이유를 설명한다.
test_403,"#Person1#은 설거지를 하고 있고, #Person2#는 #Person1#이 잘 한다고 생각합니다."
test_404,"#Person2#는 #Person1#에게 #Person2#의 관계가 어디로 가고 있는지, 그리고 그들이 어떻게 사랑을 표현하는지에 대해 이야기한다."
test_405,#Person1#과 #Person2#는 실업이 사회 문제를 일으킨다고 생각합니다.
test_406,"#Person1#은 파티에 참석하기 위한 복장을 구하고 싶어합니다. #Person2#는 #Person1#에게 함께 쇼핑하러 가자고 제안하고, 그들은 오후 10시에 시작할 예정입니다."
test_407,#Person1#과 #Person2#는 베이징의 야간 생활에 대해 이야기하고 있습니다. 그들은 춤을 추러 가기로 결정합니다.
test_408,#Person1#은 농장을 가지고 싶어한다. #Person2#는 #Person1#에게 사무실에서 일하는 것에서벗어나고 싶다고 말한다.
test_409,#Person1#은 헤이 맨에게 하이네켄과 버드와이저가 있는 테이블 6번에 대해 주문합니다.
test_410,메리는 어제 밤에 앤과 큰 싸움을 해서 화가 나 있다. #Person1#은 메리가 이기적이라고 생각한다.
test_411,#Person2#는 #Person1#에게 가게에서 담배를 사고 기념품을 구입하는 방법을 알려줍니다.
test_412,캐서린은 '패스트 푸드 네이션'이라는 영화가 뉴욕 타임스 베스트셀러에서 영감을 받았다고 #Person1#에게 말한다. 그들은 미국의 패스트푸드에 대해 이야기한다.
test_413,#Person1#은 #Person2#에게 워싱턴 스퀘어 파크로 가는 올바른 버스가 다른 승객들을 기다리게 하고 있다고 알려줍니다.
test_414,"#Person1#과 #Person2#는 911 테러 공격 당시의 상황에 대해 이야기하고 있습니다. 그들은 쌍둥이 타워를 충돌시키고 파괴하는 것을 보았고, 월드 트레이드 센터에서 일하는 사람은 제때 대피하지 못해 사망했습니다."
test_415,칼과 척 존스는 이웃이 되었습니다. 그들은 더 평화로운 공동체에서 살기 위해 미네소타까지 왔습니다.
test_416,"#Person2#는 #Person1#의 도움으로 삶은 계란, 토스트 그리고 진한 오렌지 주스를 주문했습니다."
test_417,스티븐은 가계 예산이 초과 지출되어 피곤해서 침대에 들어갈 수 없다. #Person2#는 그를 위해 지하실 문을 잠근다.
test_418,제인이 #Person1#에게 다음 주 회의 전에 만나자고 제안한다.
test_419,"#Person2#는 여자친구에게 줄 좋은 선물을 찾고 있습니다. #Person1#은 #Person2#에게진주 귀걸이 세트나 보라색 펜던트를 추천하고, 그녀가 가장 좋아하는 보석이 아메시스트라고 말합니다."
test_420,"#Person1#은 오래된 포드 핀토를 매입하고 싶어합니다. #Person2#는 모든 모델이 세일 중이라고 말하고, #Person1#에게 그 차의 장점과 가격을 알려줍니다."
test_421,애플 코퍼레이션의 발람이 #Person2#에게 컴퓨터 엔지니어 직위를 제안하고 월급에 대해 묻습니다. #Person1#은 가족을 부양하기 위해 월 4000 위안으로 결정합니다.
test_422,#Person1#은 #Person2#에게 네트워크 결제 서비스에 가입하면 내부 감독과 관리가 원활하게 진행될 것이라고 말합니다.
test_423,#Person1#은 배가 고프다. #Person2#는 간식을 먹으러 갈 것이고 #Person1#에게 피넛버터와 젤리 샌드위치를 만들어 먹으라고 제안한다.
test_424,#Person2#는 #Person1#에게 피를 뽑아달라고 요청하고 백혈구 수치 확인을 위한 검사에 대해 설명합니다.
test_425,스티븐이 세입자에게 전기가 나가서 어떻게 해야 하는지 물어봅니다. 셀러 씨는 탄 퓨즈를 풀어서 좋은 것으로 교체하라고 제안합니다.
test_426,#Person1#은 식기세척기가 고장이 나서 임대료에서 차감한 코너스 씨가 #Person1#을 퇴거시키겠다고 위협하고 있다고 파울라에게 말한다. 그들은 문제를 해결하기 위해 7시 30분쯤에 만나기로 한다.
test_427,#Person1#은 에어컨과 화장실 변기가 고장나서 수리공을 부르고 싶어합니다. #Person2#는 #Person1#에게 댄이 그 일을 맡고 있다고 말합니다.
test_428,#Person1#은 해고되었고 일자리를 찾고 있다. #Person2#는 #Person1#에게 전기기사 수습생 프로그램을 다시 확인해보라고 제안한다.
test_429,#Person2#는 #Person1#에게 사장님과의 관계를 설명하고 그의 장점에 대해 이야기합니다.
test_430,탕 씨는 #Person1#에게 투어 가이드 자격증의 사본과 두 가지 언어를 할 수 있다고 말합니다.
test_431,#Person2#는 #Person1#의 도움으로 순금 시계를 구입합니다.
test_432,톰이 사라에게 전화를 걸어 딸 마리아와 아들 켄을 병원에 데려가려고 한다고 말한다. 사라는 그를집으로 데려갈 것이다.
test_433,"에이미는 #Person1#에게 그녀의 첫 직장이 총괄 관리자의 비서였고, 그 후 인사 담당자로 승진했다고 말합니다."
test_434,"앤드류는 앤에게 자신이 뚱뚱하다고 생각해서 살이 찐 것 같다고 말한다. 앤드류의 큰 누나가 그를 위로하기 위해 직설적으로 말하기 시작하고, 와푸 다이어트에 관심을 가지게 된다."
test_435,그렉 손더스가 메리에게 전화를 걸어 대학 스포츠에 대한 그녀의 관심을 묻습니다. 메리는 고등학교 때부터 농구를하기 시작했고 배구도 합니다.
test_436,#Person1#은 출퇴근 시간에 기차역으로 가기 위해 택시를 탑니다.
test_437,브라이언은 #Person1#에게 미국에 3주 동안 있었고 아내와 함께 있다고 말했다.
test_438,#Person2#는 새로운 건강보험에 가입하려고 합니다. #Person1#은 #Person2#에게 천식 검사를 받도록 보내줄 것입니다.
test_439,#Person1#과 #Person2#는 복권에 당첨되어 세계 일주를 계획하고 있다. 그들은 월급 인상을 받을 수 없으므로 현실로 돌아와 맥주 한 잔 더 마실 것이다.
test_440,"#Person1#은 결혼할 준비가 안 되어 있고, #Person2#는 #Person1#에게 에이미를 떠날 수 없다고 말한다. 왜냐하면 그녀는자신이 사랑하는 여자이자 꿈꾸는 여성이기 때문이다."
test_441,#Person1#은 #Person2#에게 2000장의 명함을 인쇄하도록 요청합니다. 그들은 이전과 같은 양식으로 주문하고 일주일 후에 찾으러 갈 예정입니다.
test_442,브라이언은 #Person1#에게 공항에서 7시까지 체크인을 하고 회의를 시작하는 것에 대해 알려줍니다.
test_443,#Person1#은 폴에게 추수감사절 저녁에 그의 부모님과 함께 가지 않을 것이라고 말한다. 왜냐하면 다음 주에는 해야 할 일이 많기 때문이다.
test_444,존은 수잔에게 사촌을 돌봐주고 저녁 식사를 함께 하자고 제안한다. 그녀는 아직 고등학교에 다니고 있고 캠퍼스 내에서 무엇이든 즐길 수 있다.
test_445,#Person1#은 벤에게 저녁 수업 정보를 알려주고 사진과 웹 디자인 과정을 보여준다. 그들은 인도 요리에 대해 논의하고 내일 다시 시도하기로 결정한다.
test_446,"#Person1#과 #Person2#는 피자 체험에 가는 것을 제안하지만, 브리짓은 고기를 먹지 않는다. 그들은 캐롯츠로 갈 예정이다."
test_447,"진 씨는 이번 토요일에 운전 면허 시험을 볼 예정입니다. 진은 LA에서 일하기 위해 차를 사려고 계획하고 있으며, 후방 카메라와 차선 변경 기능이 있는 2016년형 혼다 어코드가 있습니다."
test_448,#Person1#은 #Person2#의 도움으로 갈색 케이스에 있는 다른 펜을 구입합니다.
test_449,#Person2#는 #Person1#에게 미국 암 협회를 위한 마라톤을 후원한 경험에 대해 이야기합니다.
test_450,#Person1#은 #Person2#에게 피크 트램으로 가는 방법을 알려줍니다.
test_451,"#Person2#는 전통적인 중국 예술과 공예품을 #Person1#에게 보여주고, #Person2#가 샌들우드 부채를 구매하는 데 도움을 줍니다."
test_452,#Person2#는 #Person1#에게 외부 요인이 회사의 관점에 큰 영향을 미친다고 말합니다.
test_453,#Person1#은 #Person2#에게 이 주제를 다루기 위해 모두 다시 모이길 원한다고 말합니다. 그들은 오후 2시에 작업을 시작할 예정입니다.
test_454,#Person2#는 #Person1#에게 강을 따라가는 짧은 투어를 추천합니다.
test_455,"#Person2#는 #Person1#의 도움으로 소고기 버거와 프렌치 프라이, 그리고 밀크 쉐이크를 주문했습니다."
test_456,#Person1#과 #Person2#는 등 축제에 대해 이야기하고 있습니다. #Person1#은 행복한 장면을 묘사하는 중국 시를 감상합니다.
test_457,티나는 ABC 컴퍼니와의 첫 두 라운드 면접에 성공적으로 통과했다. #Person1#은 티나에게 축하 파티를 제안한다.
test_458,팀과 카렌은 다시 만날 기회를 기대하고 있다.
test_459,"#Person1#은 #Person2#에게 10시에 부서 회의가 있다고 말하고 몇 가지 문구를 준비하라고 요청합니다. #Person1#의 사무실 분위기는 매우 친절하며, 보통 서로 다양한 고객과 잠재적인고객과의 현재 상황을 알려줍니다."
test_460,#Person1#은 목욕을 하려고 합니다. #Person2#는 #Person1#에게 설명서를 읽어보라고 하고 버튼 사용법에 대해 알려줍니다.
test_461,#Person2#는 #Person1#에게 베스트셀러 진열대와 소설에 대한 조언을 제공합니다.
test_462,#Person1#은 #Person2#의 친구에게 읽는 법을 가르쳐 주는 것에 대해 묻습니다. 그 후 #Person1#이 자원봉사를 제안합니다.
test_463,#Person2#는 #Person1#의 티켓을 예약 확인서에 서명하고 카드로 결제합니다.
test_464,"#Person1#은 #Person2#에게 오늘 저녁 식사를 같이 만들어 보자고 제안한다. 그들은 건강한 음식을 만드는 법에 대해 이야기하고, #Person1#이 준비할 것이다."
test_465,#Person2#는 #Person1#에게 부스에 있는 두 대의 전화기를 사용하는 방법을 알려줍니다.
test_467,톰은 돈이 부족해서 컴퓨터를 사기 위해 중고 물품을 사려고 생각하고 있다. #Person2#는 그에게 조심해야 한다고 말한다.
test_468,"#Person1#은 중국 사람들이 식당에서 남은 음식을 집으로 가져가는 것에 대해 궁금해한다. 모건의 어머니는 그것이 괜찮다고 생각하기 때문에, 마지막 한 개를 가져가겠다고 제안하고 #Person1#에게 동의한다"
test_469,#Person1#은 해리에게 중국의 거리 시장에서 바가지를 썼다고 말합니다. 그 이유는 #Person1#이 흥정을 하지 않았기 때문입니다.
test_470,#Person2#는 #Person1#에게 #Person2#의 영어 교육에 대해 설명합니다.
test_471,#Person2#는 새로운 계좌를 개설하고 싶어합니다. #Person1#은 #Person2#의 여권을 확인한 후 다음 단계로 넘어갈 것입니다.
test_472,"#Person2#는 #Person1#에게 설탕 9봉지를 사면 할인 쿠폰 3장을 받을 수 있으며, 유효기간 내에 이용해야 한다고 말합니다."
test_473,스티브는 로빈슨 부인에게 쟈니를 돌봐준 것에 대해 감사의 말을 전합니다.
test_474,"스미스는 #Person1#에게 자신의 기차 표를 잃어버렸다고 말하고, 편안한 좌석을 원하지만 구매 증거가 없다고 말합니다. 그 후에 스미스의지갑이 도난당했다고 알려줍니다."
test_475,"앤은 회의 때문에 뉴욕을 볼 시간이 별로 없었다. #Person2#는 그녀에게 항공 웰빙 프로그램을해보라고 조언한다, 그들은 비행기 안에서 많은 운동과 식사를 했다."
test_476,메리와 톰은 존의 파티에 갈 예정이지만 메리는 맥도날드에서 일자리를 찾고 있다. 그들은 여름 동안 일할 사람들을 찾기 위해 아버지에게 말해볼 것이다.
test_477,해리는 #Person1#에게 길을 건너다가 차에 치일 뻔 했다고 말한다.
test_478,"스티븐 케인씨는 #Person1#에게 왜 자신만의 상점을 운영하고 싶어했는지 설명하고, 정규 근무 시간 외에 자전거를 좋아하는 몇몇 친구들을 고용했다고 말합니다."
test_479,#Person1#과 #Person2#는 중년에 대해 이야기하고 있습니다. 그들은 오후 내내 다투게 될 것입니다.
test_480,"#Person2#는 친구들과 함께 식사를 마무리하고 싶어합니다. #Person1#은 #Person2#에게 사과 크리스프, 초콜릿 무스 케이크 두 개,커피와 차 한 잔을 주문하도록 도와줍니다."
test_481,#Person1#과 #Person2#는 침대를 결정하기 위해 동전을 던지고 있다. #Person1#은 창가 옆의 책상이 더 공평하다고 생각한다.
test_482,머레이 씨는 #Person1#에게 도서관 카드를 발급하고 규정과 벌금에 대해 설명합니다.
test_483,"#Person2#는 전형적인 9시부터 5시까지 일하는 직장인이며, 매달 고객과 체결한 계약의 가치에 따라 보너스를 받는다. #Person1#은 서류 작업이 조금 있지만 #Person2#와 같은 칸막이 사무실에서 일한다."
test_484,#Person2#는 #Person1#에게 기계에 동전을 넣고 세탁기와 건조기를 사용하라고 알려줍니다. #Person2#의 엄마가 빨래를 해줬다고 말합니다.
test_485,#Person1#은 #Person2#에게 오늘 밤에 전화하라고 말한다.
test_486,케이티는 #Person1#에게 그녀가 항상 고객이 없을 때 일을 하길 바란다고 말한다.
test_487,#Person1#과 #Person2#는 할아버지의 생신 파티를 계획하고 있습니다. 그들은 호텔에서 하는 것이 최선이라고 생각합니다.
test_488,지안 루카 도나텔리는 로버트에게 프리랜서이며 이탈리아 서비스 제공업체에서 일하는 지나를 소개한다.
test_489,캐시는 #Person1#에게 17년에 한 번씩 나타나는 새들의 울음소리와 그들이 산 근처에서 노래하고 춤을 추는 것이 끔찍하다고 말한다.
test_490,"#Person2#는 #Person1#의 도움으로 칠면조나 소고기 스프, 그리고 다이어트 콜라를 주문합니다."
test_491,"제임스는 TV를 보고 있고, #Person1#은 그에게 재킷을 기다리고 있다고 말한다."
test_492,테드와 #Person1#은 휴가 계획에 대해 이야기하고 있다. 테드는 아내의 부모님과 함께 사는 것을 좋아하지 않아서 중국에서 몇 주를 보낼 예정이다.
test_493,"#Person1#은 #Person2#에게 '노인을 위한 나라는 없다'를 보러 영화관에 가자고 제안하고, 아빠는 동의한다."
test_494,"#Person2#는 #Person1#에게 #Person2#의 집이 털렸고, 도둑들이 가구를 훔쳐갔다고 말합니다."
test_495,찰리는 잭에게 학교 끝나고 집에 와서 자신의 캐릭터를 만드는 비디오 게임을 하자고 제안한다.
test_496,"#Person2#는 #Person1#에게 컨트리 음악에 관심을 가지게 된 계기와 라디오 방송국에서의 일, 그리고 그 이유를 설명합니다."
test_497,"앨리스는 기계를 어떻게 사용하는지 #Person1#에게 알려주고, 옷을 빨아본 적이 없다는 사실에 놀란다."
test_498,"스티브는 매튜에게 최근에 살 곳을 찾고 있으며, 그의 이웃인 다우 부인이 아기를 가진 딸과 함께 살기로 했다고 말한다."
test_499,프랭크가 벳시에게 승진을 축하하기 위해 큰 파티에 참석하도록 초대한다. 프랭크는 가족과 함께 하는 시간이 더 많기를 바란다.
